Fecha,Código Cliente,Sede,Tipo de Cuenta,Cliente Nuevo ,Neto,Iva
42844,A-411,Gavà,Fondo de inversión,Si,14351,0.21
42844,A-524,Gavà,Cuenta corriente,No,10821,0.21
42844,D-805,Gavà,Cuenta corriente,Si,599,0.21
42844,B-259,Gavà,Hipoteca,No,14789,0.21
42844,D-571,Tarragona,Ahorros,No,2246,0.21
42844,D-203,Tarragona,Ahorros,Si,8494,0.21
42844,A-937,Tarragona,Cuenta corriente,No,3467,0.21
42844,B-839,Tarragona,Plan de jubilación,Si,5654,0.21
42844,B-907,Girona,Cuenta corriente,Si,10990,0.21
42844,A-257,Girona,Cuenta corriente,Si,10976,0.21
42844,D-977,Girona,Hipoteca,No,5208,0.21
42844,C-513,Lleida,Plan de jubilación,No,8486,0.21
42845,D-654,Barcelona,Fondo de inversión,No,6065,0.21
42845,C-287,Barcelona,Cuenta corriente,No,6420,0.21
42845,C-888,Barcelona,Ahorros,Si,6907,0.21
42845,C-673,Barcelona,Ahorros,No,11063,0.21
42845,A-487,Gavà,Hipoteca,No,11348,0.21
42845,B-313,Gavà,Ahorros,Si,5799,0.21
42845,A-236,Gavà,Hipoteca,No,6948,0.21
42845,C-554,Tarragona,Ahorros,No,5457,0.21
42845,B-618,Girona,Cuenta corriente,No,11032,0.21
42845,A-116,Girona,Plan de jubilación,Si,4926,0.21
42845,A-271,Lleida,Hipoteca,Si,12610,0.21
42845,A-136,Lleida,Ahorros,Si,2347,0.21
42846,C-863,Barcelona,Ahorros,No,1559,0.21
42846,B-619,Barcelona,Ahorros,No,8117,0.21
42846,A-351,Barcelona,Fondo de inversión,Si,13971,0.21
42846,A-498,Barcelona,Plan de jubilación,Si,1826,0.21
42846,D-935,Gavà,Fondo de inversión,No,659,0.21
42846,C-283,Gavà,Fondo de inversión,Si,12463,0.21
42846,C-253,Gavà,Ahorros,No,2151,0.21
42846,B-752,Gavà,Hipoteca,Si,13773,0.21
42846,D-106,Gavà,Plan de jubilación,Si,10954,0.21
42846,C-806,Tarragona,Hipoteca,Si,8680,0.21
42846,C-676,Tarragona,Cuenta corriente,Si,7158,0.21
42846,D-377,Girona,Hipoteca,Si,4114,0.21
42846,C-583,Girona,Plan de jubilación,No,13786,0.21
42846,D-512,Girona,Hipoteca,Si,2480,0.21
42846,B-651,Girona,Cuenta corriente,Si,2190,0.21
42846,B-907,Lleida,Plan de jubilación,Si,11910,0.21
42846,A-177,Lleida,Cuenta corriente,No,6063,0.21
42847,C-671,Barcelona,Hipoteca,Si,4584,0.21
42847,A-532,Barcelona,Fondo de inversión,No,9916,0.21
42847,C-124,Gavà,Fondo de inversión,No,14059,0.21
42847,A-891,Tarragona,Ahorros,Si,2604,0.21
42847,B-647,Tarragona,Plan de jubilación,No,3720,0.21
42847,D-159,Tarragona,Hipoteca,No,8311,0.21
42847,C-403,Tarragona,Ahorros,No,12560,0.21
42847,D-936,Girona,Fondo de inversión,Si,8770,0.21
42847,C-363,Girona,Cuenta corriente,Si,9615,0.21
42847,B-636,Girona,Hipoteca,No,12288,0.21
42847,A-426,Girona,Fondo de inversión,No,14519,0.21
42847,B-677,Girona,Plan de jubilación,Si,14740,0.21
42847,C-788,Lleida,Hipoteca,Si,1130,0.21
42847,C-204,Lleida,Fondo de inversión,No,10955,0.21
42847,A-824,Lleida,Plan de jubilación,Si,12740,0.21
42848,A-633,Barcelona,Fondo de inversión,No,531,0.21
42848,B-103,Barcelona,Fondo de inversión,Si,13723,0.21
42848,D-851,Barcelona,Cuenta corriente,Si,9745,0.21
42848,D-395,Gavà,Hipoteca,No,7430,0.21
42848,B-413,Tarragona,Fondo de inversión,Si,2789,0.21
42848,D-214,Tarragona,Ahorros,No,7866,0.21
42848,C-247,Tarragona,Ahorros,No,10479,0.21
42848,A-518,Tarragona,Ahorros,Si,8464,0.21
42848,D-257,Tarragona,Fondo de inversión,Si,7277,0.21
42848,B-994,Tarragona,Plan de jubilación,Si,13886,0.21
42848,A-450,Girona,Cuenta corriente,Si,2707,0.21
42848,C-903,Girona,Cuenta corriente,Si,4419,0.21
42848,D-426,Girona,Plan de jubilación,No,9719,0.21
42848,B-740,Lleida,Cuenta corriente,No,3878,0.21
42848,D-166,Lleida,Ahorros,Si,5731,0.21
42848,A-643,Lleida,Fondo de inversión,Si,13364,0.21
42849,D-656,Barcelona,Hipoteca,No,14134,0.21
42849,D-558,Barcelona,Fondo de inversión,No,9033,0.21
42849,D-407,Barcelona,Hipoteca,No,9096,0.21
42849,C-428,Gavà,Ahorros,Si,8116,0.21
42849,A-534,Tarragona,Plan de jubilación,Si,6501,0.21
42849,C-892,Tarragona,Cuenta corriente,Si,14556,0.21
42849,B-273,Tarragona,Fondo de inversión,No,10928,0.21
42849,A-979,Girona,Hipoteca,No,5405,0.21
42849,C-282,Lleida,Plan de jubilación,Si,6120,0.21
42850,B-322,Barcelona,Ahorros,Si,2303,0.21
42850,A-359,Barcelona,Hipoteca,Si,5356,0.21
42850,D-860,Barcelona,Fondo de inversión,Si,13660,0.21
42850,D-396,Barcelona,Plan de jubilación,No,6408,0.21
42850,B-307,Gavà,Hipoteca,No,4716,0.21
42850,A-775,Gavà,Hipoteca,No,12328,0.21
42850,D-600,Gavà,Hipoteca,Si,1057,0.21
42850,A-509,Girona,Plan de jubilación,Si,2326,0.21
42850,A-852,Lleida,Cuenta corriente,No,5844,0.21
42850,D-627,Lleida,Plan de jubilación,No,1050,0.21
42851,A-943,Barcelona,Ahorros,No,1413,0.21
42851,B-408,Barcelona,Fondo de inversión,Si,8373,0.21
42851,A-950,Barcelona,Hipoteca,Si,9775,0.21
42851,C-744,Barcelona,Ahorros,Si,10022,0.21
42851,C-743,Barcelona,Fondo de inversión,Si,14942,0.21
42851,A-346,Gavà,Ahorros,No,9078,0.21
42851,B-459,Gavà,Cuenta corriente,No,6881,0.21
42851,A-892,Gavà,Cuenta corriente,No,4882,0.21
42851,B-829,Gavà,Hipoteca,Si,8179,0.21
42851,A-252,Gavà,Fondo de inversión,Si,10948,0.21
42851,A-111,Tarragona,Plan de jubilación,No,13766,0.21
42851,B-715,Tarragona,Cuenta corriente,No,14661,0.21
42851,B-733,Tarragona,Cuenta corriente,No,10299,0.21
42851,C-613,Tarragona,Ahorros,Si,4669,0.21
42851,B-299,Tarragona,Fondo de inversión,No,1535,0.21
42851,A-373,Girona,Fondo de inversión,Si,6458,0.21
42851,B-674,Girona,Cuenta corriente,Si,10714,0.21
42851,D-556,Girona,Fondo de inversión,Si,937,0.21
42851,B-964,Girona,Cuenta corriente,No,13769,0.21
42851,A-848,Lleida,Fondo de inversión,No,12023,0.21
42851,B-415,Lleida,Plan de jubilación,No,6950,0.21
42851,B-171,Lleida,Ahorros,Si,326,0.21
42852,D-367,Tarragona,Ahorros,Si,14925,0.21
42852,B-993,Tarragona,Ahorros,Si,4349,0.21
42852,A-384,Tarragona,Fondo de inversión,No,12083,0.21
42852,C-547,Girona,Cuenta corriente,No,7575,0.21
42852,A-536,Girona,Plan de jubilación,No,4164,0.21
42852,A-931,Girona,Plan de jubilación,No,11072,0.21
42852,D-878,Girona,Ahorros,Si,3563,0.21
42852,A-521,Lleida,Plan de jubilación,Si,6749,0.21
42852,A-675,Lleida,Cuenta corriente,Si,10078,0.21
42852,D-806,Lleida,Plan de jubilación,No,9859,0.21
42852,B-190,Lleida,Ahorros,Si,5943,0.21
42853,D-120,Barcelona,Hipoteca,Si,2606,0.21
42853,B-402,Barcelona,Cuenta corriente,Si,3298,0.21
42853,A-968,Gavà,Cuenta corriente,No,9661,0.21
42853,A-944,Gavà,Plan de jubilación,Si,10101,0.21
42853,C-999,Gavà,Hipoteca,Si,10226,0.21
42853,B-838,Gavà,Plan de jubilación,No,478,0.21
42853,A-236,Gavà,Hipoteca,No,3259,0.21
42853,C-337,Tarragona,Hipoteca,No,10712,0.21
42853,C-617,Lleida,Hipoteca,Si,11562,0.21
42853,C-124,Lleida,Plan de jubilación,No,2637,0.21
42854,D-624,Barcelona,Cuenta corriente,No,8608,0.21
42854,A-988,Barcelona,Fondo de inversión,Si,4432,0.21
42854,D-649,Gavà,Hipoteca,No,2972,0.21
42854,B-190,Gavà,Hipoteca,Si,1537,0.21
42854,D-780,Gavà,Fondo de inversión,Si,4304,0.21
42854,D-125,Gavà,Fondo de inversión,Si,2737,0.21
42854,A-868,Gavà,Cuenta corriente,Si,8276,0.21
42854,B-219,Lleida,Ahorros,Si,8461,0.21
42854,C-693,Lleida,Fondo de inversión,No,10209,0.21
42855,D-340,Gavà,Hipoteca,Si,5381,0.21
42855,C-123,Gavà,Plan de jubilación,No,6302,0.21
42855,B-906,Tarragona,Plan de jubilación,Si,816,0.21
42855,B-881,Tarragona,Ahorros,Si,8598,0.21
42855,C-121,Tarragona,Cuenta corriente,Si,7951,0.21
42855,D-829,Tarragona,Fondo de inversión,Si,11253,0.21
42855,D-875,Girona,Cuenta corriente,Si,11664,0.21
42855,D-719,Lleida,Cuenta corriente,Si,2209,0.21
42856,C-253,Barcelona,Ahorros,Si,7335,0.21
42856,B-695,Barcelona,Ahorros,Si,6413,0.21
42856,B-531,Barcelona,Cuenta corriente,No,8126,0.21
42856,C-937,Barcelona,Cuenta corriente,Si,8898,0.21
42856,D-889,Barcelona,Cuenta corriente,No,5779,0.21
42856,D-658,Barcelona,Fondo de inversión,Si,3105,0.21
42856,B-293,Gavà,Ahorros,Si,13307,0.21
42856,B-564,Tarragona,Plan de jubilación,No,7302,0.21
42856,C-436,Tarragona,Fondo de inversión,No,5312,0.21
42856,B-145,Girona,Cuenta corriente,Si,4218,0.21
42856,C-985,Girona,Cuenta corriente,No,5771,0.21
42856,B-903,Girona,Plan de jubilación,Si,14029,0.21
42856,B-284,Girona,Hipoteca,Si,13919,0.21
42856,C-175,Girona,Hipoteca,No,7204,0.21
42856,B-860,Lleida,Cuenta corriente,Si,5511,0.21
42856,C-479,Lleida,Hipoteca,Si,4887,0.21
42857,B-275,Barcelona,Ahorros,No,1898,0.21
42857,A-647,Gavà,Plan de jubilación,Si,5631,0.21
42857,D-841,Gavà,Fondo de inversión,No,2376,0.21
42857,B-545,Tarragona,Plan de jubilación,Si,6153,0.21
42857,B-416,Tarragona,Ahorros,No,7033,0.21
42857,A-691,Tarragona,Plan de jubilación,Si,9128,0.21
42857,B-306,Girona,Hipoteca,Si,1546,0.21
42857,A-205,Girona,Hipoteca,No,6629,0.21
42857,B-566,Girona,Fondo de inversión,Si,6685,0.21
42857,C-380,Girona,Hipoteca,Si,3817,0.21
42857,D-361,Lleida,Cuenta corriente,No,8567,0.21
42857,B-966,Lleida,Plan de jubilación,Si,14693,0.21
42857,C-597,Lleida,Cuenta corriente,No,1855,0.21
42858,B-331,Barcelona,Ahorros,No,6842,0.21
42858,D-802,Barcelona,Ahorros,No,13670,0.21
42858,B-702,Barcelona,Fondo de inversión,No,4338,0.21
42858,B-136,Tarragona,Fondo de inversión,Si,11429,0.21
42858,B-344,Tarragona,Cuenta corriente,Si,2554,0.21
42858,B-307,Tarragona,Plan de jubilación,No,8011,0.21
42858,B-588,Tarragona,Hipoteca,Si,2550,0.21
42858,A-776,Tarragona,Fondo de inversión,Si,4916,0.21
42858,C-999,Girona,Ahorros,Si,14770,0.21
42858,B-618,Girona,Ahorros,Si,4214,0.21
42858,D-358,Girona,Ahorros,Si,1509,0.21
42858,A-860,Girona,Ahorros,Si,2520,0.21
42858,C-337,Lleida,Cuenta corriente,No,5873,0.21
42858,B-919,Lleida,Fondo de inversión,No,3160,0.21
42859,D-182,Barcelona,Hipoteca,No,14946,0.21
42859,B-469,Barcelona,Hipoteca,No,2246,0.21
42859,D-256,Barcelona,Cuenta corriente,No,14615,0.21
42859,D-189,Barcelona,Ahorros,No,12169,0.21
42859,C-854,Gavà,Hipoteca,Si,7008,0.21
42859,C-615,Gavà,Cuenta corriente,No,7959,0.21
42859,B-362,Gavà,Fondo de inversión,Si,11377,0.21
42859,A-799,Gavà,Fondo de inversión,Si,1225,0.21
42859,D-733,Tarragona,Cuenta corriente,No,12930,0.21
42859,D-222,Tarragona,Fondo de inversión,No,9988,0.21
42859,D-879,Tarragona,Fondo de inversión,No,14377,0.21
42859,B-239,Tarragona,Cuenta corriente,Si,13132,0.21
42859,C-852,Tarragona,Plan de jubilación,Si,5814,0.21
42859,D-135,Tarragona,Ahorros,Si,6621,0.21
42859,D-682,Girona,Ahorros,No,4194,0.21
42859,D-853,Lleida,Plan de jubilación,Si,9827,0.21
42859,C-392,Lleida,Plan de jubilación,No,8139,0.21
42859,A-881,Lleida,Ahorros,Si,10605,0.21
42859,D-629,Lleida,Fondo de inversión,Si,11463,0.21
42860,D-970,Barcelona,Cuenta corriente,No,12135,0.21
42860,D-240,Barcelona,Fondo de inversión,No,7210,0.21
42860,A-989,Gavà,Plan de jubilación,Si,8415,0.21
42860,A-599,Gavà,Cuenta corriente,Si,7263,0.21
42860,B-455,Tarragona,Cuenta corriente,No,2174,0.21
42860,D-657,Tarragona,Plan de jubilación,Si,13772,0.21
42860,D-316,Tarragona,Ahorros,No,12490,0.21
42860,A-544,Tarragona,Cuenta corriente,No,4522,0.21
42860,D-797,Tarragona,Plan de jubilación,No,6526,0.21
42860,C-732,Tarragona,Plan de jubilación,No,2807,0.21
42860,A-912,Tarragona,Fondo de inversión,No,586,0.21
42860,A-778,Girona,Plan de jubilación,Si,4511,0.21
42860,B-186,Lleida,Cuenta corriente,Si,11722,0.21
42861,B-748,Barcelona,Cuenta corriente,No,11664,0.21
42861,B-647,Barcelona,Ahorros,No,852,0.21
42861,D-926,Barcelona,Hipoteca,No,3356,0.21
42861,D-109,Barcelona,Plan de jubilación,No,10749,0.21
42861,C-123,Barcelona,Fondo de inversión,Si,14120,0.21
42861,C-193,Gavà,Plan de jubilación,No,1675,0.21
42861,B-954,Gavà,Plan de jubilación,No,11194,0.21
42861,B-542,Tarragona,Plan de jubilación,Si,6289,0.21
42861,B-456,Tarragona,Fondo de inversión,No,7712,0.21
42861,B-856,Tarragona,Cuenta corriente,No,8547,0.21
42861,C-571,Tarragona,Plan de jubilación,No,882,0.21
42861,C-964,Tarragona,Ahorros,Si,8807,0.21
42861,C-110,Tarragona,Cuenta corriente,No,141,0.21
42861,C-677,Tarragona,Cuenta corriente,Si,10296,0.21
42861,A-271,Girona,Ahorros,Si,2275,0.21
42861,B-837,Lleida,Plan de jubilación,Si,4840,0.21
42862,B-504,Barcelona,Hipoteca,No,11300,0.21
42862,B-951,Barcelona,Hipoteca,Si,6224,0.21
42862,A-192,Barcelona,Ahorros,No,2393,0.21
42862,A-480,Tarragona,Cuenta corriente,Si,8071,0.21
42862,D-978,Tarragona,Hipoteca,Si,14387,0.21
42862,D-665,Girona,Ahorros,Si,7083,0.21
42862,D-710,Girona,Plan de jubilación,No,9106,0.21
42862,C-866,Girona,Plan de jubilación,Si,5290,0.21
42862,C-432,Girona,Plan de jubilación,No,10268,0.21
42862,C-278,Girona,Fondo de inversión,Si,3783,0.21
42862,C-266,Lleida,Plan de jubilación,Si,14426,0.21
42862,A-218,Lleida,Ahorros,Si,7840,0.21
42862,D-258,Lleida,Fondo de inversión,No,4647,0.21
42862,C-564,Lleida,Cuenta corriente,No,2247,0.21
42862,D-398,Lleida,Hipoteca,Si,4020,0.21
42863,B-567,Barcelona,Cuenta corriente,No,3289,0.21
42863,B-782,Barcelona,Ahorros,No,5576,0.21
42863,C-848,Barcelona,Hipoteca,No,6270,0.21
42863,B-959,Barcelona,Hipoteca,No,6998,0.21
42863,C-373,Gavà,Cuenta corriente,Si,6738,0.21
42863,D-587,Gavà,Ahorros,No,161,0.21
42863,B-352,Tarragona,Fondo de inversión,Si,9758,0.21
42863,B-579,Tarragona,Ahorros,Si,2824,0.21
42863,D-597,Tarragona,Cuenta corriente,No,14229,0.21
42863,A-520,Tarragona,Plan de jubilación,Si,12870,0.21
42863,A-215,Girona,Ahorros,No,5635,0.21
42863,D-101,Girona,Fondo de inversión,No,1187,0.21
42863,B-959,Girona,Ahorros,No,14853,0.21
42863,C-997,Girona,Cuenta corriente,No,12082,0.21
42863,D-891,Lleida,Fondo de inversión,Si,3200,0.21
42863,B-130,Lleida,Hipoteca,Si,14953,0.21
42864,B-772,Barcelona,Plan de jubilación,Si,7813,0.21
42864,B-415,Barcelona,Cuenta corriente,Si,8722,0.21
42864,C-759,Barcelona,Ahorros,Si,545,0.21
42864,A-879,Barcelona,Ahorros,Si,1463,0.21
42864,A-327,Gavà,Hipoteca,Si,12709,0.21
42864,B-538,Gavà,Hipoteca,No,3604,0.21
42864,C-116,Gavà,Cuenta corriente,Si,14497,0.21
42864,C-689,Tarragona,Hipoteca,No,4923,0.21
42864,D-478,Tarragona,Ahorros,Si,3005,0.21
42864,A-351,Tarragona,Cuenta corriente,No,8757,0.21
42864,A-338,Girona,Hipoteca,Si,10952,0.21
42864,B-848,Girona,Fondo de inversión,Si,5073,0.21
42864,B-113,Lleida,Fondo de inversión,No,12852,0.21
42865,C-323,Barcelona,Fondo de inversión,No,8089,0.21
42865,A-916,Barcelona,Hipoteca,Si,3960,0.21
42865,B-380,Gavà,Cuenta corriente,No,10736,0.21
42865,B-953,Tarragona,Fondo de inversión,Si,13131,0.21
42865,C-768,Tarragona,Fondo de inversión,Si,2306,0.21
42865,B-295,Tarragona,Ahorros,No,10642,0.21
42865,A-610,Tarragona,Ahorros,No,6213,0.21
42865,B-373,Girona,Ahorros,Si,9554,0.21
42865,C-981,Girona,Cuenta corriente,Si,11182,0.21
42865,C-816,Lleida,Plan de jubilación,No,12467,0.21
42865,C-161,Lleida,Cuenta corriente,No,13801,0.21
42865,B-587,Lleida,Fondo de inversión,Si,10910,0.21
42865,B-195,Lleida,Cuenta corriente,No,8494,0.21
42865,A-507,Lleida,Cuenta corriente,Si,12989,0.21
42866,D-479,Barcelona,Hipoteca,Si,313,0.21
42866,A-192,Barcelona,Hipoteca,Si,3775,0.21
42866,D-332,Barcelona,Fondo de inversión,Si,10471,0.21
42866,C-307,Gavà,Hipoteca,Si,13577,0.21
42866,B-239,Tarragona,Ahorros,Si,9881,0.21
42866,A-328,Girona,Cuenta corriente,Si,7013,0.21
42866,B-592,Girona,Cuenta corriente,No,2879,0.21
42866,A-921,Girona,Ahorros,Si,7623,0.21
42866,A-183,Girona,Cuenta corriente,Si,6567,0.21
42866,C-361,Lleida,Fondo de inversión,No,3066,0.21
42867,C-537,Barcelona,Fondo de inversión,No,6181,0.21
42867,A-701,Gavà,Ahorros,Si,4133,0.21
42867,A-451,Tarragona,Ahorros,Si,3684,0.21
42867,A-737,Tarragona,Cuenta corriente,Si,9601,0.21
42867,C-867,Tarragona,Cuenta corriente,Si,11230,0.21
42867,A-836,Tarragona,Hipoteca,Si,9699,0.21
42867,A-979,Girona,Cuenta corriente,No,6966,0.21
42867,C-352,Girona,Cuenta corriente,No,2890,0.21
42867,B-786,Lleida,Hipoteca,Si,8702,0.21
42867,D-300,Lleida,Cuenta corriente,Si,9627,0.21
42867,B-136,Lleida,Hipoteca,Si,11738,0.21
42868,B-485,Barcelona,Fondo de inversión,Si,4049,0.21
42868,B-356,Barcelona,Plan de jubilación,No,14416,0.21
42868,C-634,Barcelona,Ahorros,Si,494,0.21
42868,D-796,Gavà,Plan de jubilación,Si,12507,0.21
42868,B-263,Gavà,Hipoteca,Si,4144,0.21
42868,D-398,Tarragona,Fondo de inversión,Si,4418,0.21
42868,C-124,Girona,Hipoteca,No,3135,0.21
42868,D-163,Girona,Ahorros,Si,14951,0.21
42868,A-625,Lleida,Cuenta corriente,Si,10932,0.21
42868,D-960,Lleida,Hipoteca,Si,14762,0.21
42869,D-547,Barcelona,Ahorros,No,13090,0.21
42869,A-615,Barcelona,Fondo de inversión,No,2309,0.21
42869,B-235,Tarragona,Cuenta corriente,No,13146,0.21
42869,B-881,Tarragona,Cuenta corriente,Si,4728,0.21
42869,C-126,Tarragona,Plan de jubilación,No,1344,0.21
42869,B-488,Tarragona,Ahorros,Si,5258,0.21
42869,A-450,Girona,Cuenta corriente,Si,12093,0.21
42869,A-452,Girona,Cuenta corriente,No,4026,0.21
42869,B-620,Girona,Plan de jubilación,No,3516,0.21
42869,A-616,Girona,Hipoteca,No,14256,0.21
42869,A-269,Girona,Plan de jubilación,Si,8058,0.21
42869,D-462,Girona,Plan de jubilación,No,4694,0.21
42869,C-891,Lleida,Hipoteca,Si,7073,0.21
42869,A-556,Lleida,Fondo de inversión,No,10549,0.21
42870,B-476,Barcelona,Fondo de inversión,Si,2862,0.21
42870,D-158,Gavà,Plan de jubilación,No,7648,0.21
42870,A-110,Gavà,Plan de jubilación,No,12604,0.21
42870,B-306,Gavà,Plan de jubilación,Si,3463,0.21
42870,C-384,Tarragona,Fondo de inversión,No,5306,0.21
42870,A-796,Tarragona,Hipoteca,Si,14240,0.21
42870,C-812,Tarragona,Cuenta corriente,Si,7817,0.21
42870,A-430,Girona,Fondo de inversión,Si,2175,0.21
42870,B-456,Lleida,Ahorros,Si,14171,0.21
42870,C-753,Lleida,Ahorros,No,4643,0.21
42871,C-524,Barcelona,Fondo de inversión,No,11141,0.21
42871,A-986,Barcelona,Cuenta corriente,Si,3315,0.21
42871,D-401,Barcelona,Ahorros,No,12735,0.21
42871,B-354,Barcelona,Ahorros,Si,401,0.21
42871,C-260,Barcelona,Ahorros,Si,8954,0.21
42871,B-700,Barcelona,Plan de jubilación,No,733,0.21
42871,A-997,Gavà,Hipoteca,No,4684,0.21
42871,B-905,Gavà,Ahorros,No,2977,0.21
42871,D-772,Tarragona,Hipoteca,No,2352,0.21
42871,A-140,Girona,Plan de jubilación,No,9484,0.21
42871,A-236,Lleida,Plan de jubilación,No,8371,0.21
42871,C-764,Lleida,Hipoteca,No,2490,0.21
42871,A-495,Lleida,Fondo de inversión,Si,5407,0.21
42872,C-682,Barcelona,Fondo de inversión,Si,2308,0.21
42872,B-638,Barcelona,Hipoteca,No,4681,0.21
42872,C-517,Barcelona,Ahorros,No,12486,0.21
42872,B-153,Barcelona,Fondo de inversión,No,2399,0.21
42872,A-717,Barcelona,Ahorros,No,12759,0.21
42872,B-437,Barcelona,Fondo de inversión,Si,14437,0.21
42872,B-138,Barcelona,Cuenta corriente,Si,3530,0.21
42872,C-979,Barcelona,Hipoteca,No,9990,0.21
42872,A-407,Gavà,Cuenta corriente,Si,5937,0.21
42872,D-273,Tarragona,Ahorros,Si,11070,0.21
42872,C-840,Tarragona,Hipoteca,No,8817,0.21
42872,C-578,Girona,Ahorros,Si,9778,0.21
42872,C-572,Lleida,Fondo de inversión,No,178,0.21
42872,C-434,Lleida,Ahorros,No,14667,0.21
42872,D-344,Lleida,Plan de jubilación,Si,2260,0.21
42872,C-339,Lleida,Cuenta corriente,Si,13777,0.21
42872,B-772,Lleida,Hipoteca,Si,12879,0.21
42872,C-812,Lleida,Fondo de inversión,No,13675,0.21
42873,B-498,Barcelona,Plan de jubilación,Si,11381,0.21
42873,A-540,Gavà,Cuenta corriente,Si,7997,0.21
42873,A-170,Tarragona,Cuenta corriente,Si,14993,0.21
42873,A-340,Tarragona,Plan de jubilación,No,1790,0.21
42873,C-188,Tarragona,Hipoteca,No,4536,0.21
42873,A-797,Tarragona,Fondo de inversión,Si,887,0.21
42873,A-530,Girona,Plan de jubilación,No,8833,0.21
42873,C-934,Girona,Cuenta corriente,Si,10474,0.21
42873,D-160,Girona,Cuenta corriente,Si,3018,0.21
42873,C-678,Girona,Ahorros,Si,11454,0.21
42873,D-252,Lleida,Fondo de inversión,Si,14800,0.21
42873,C-241,Lleida,Ahorros,No,889,0.21
42874,B-154,Barcelona,Hipoteca,Si,4242,0.21
42874,D-824,Barcelona,Ahorros,Si,6515,0.21
42874,C-270,Barcelona,Plan de jubilación,Si,13386,0.21
42874,D-880,Gavà,Hipoteca,Si,8867,0.21
42874,D-932,Tarragona,Fondo de inversión,Si,12038,0.21
42874,B-708,Girona,Cuenta corriente,No,2083,0.21
42874,D-189,Girona,Hipoteca,No,3830,0.21
42874,C-579,Lleida,Cuenta corriente,No,11629,0.21
42875,C-787,Barcelona,Ahorros,No,2683,0.21
42875,B-545,Barcelona,Cuenta corriente,Si,764,0.21
42875,D-489,Gavà,Hipoteca,No,445,0.21
42875,A-279,Tarragona,Ahorros,No,4523,0.21
42875,A-181,Tarragona,Plan de jubilación,No,1194,0.21
42875,D-414,Girona,Ahorros,No,4340,0.21
42875,D-208,Girona,Ahorros,No,3916,0.21
42875,C-424,Girona,Hipoteca,No,4943,0.21
42875,C-156,Girona,Hipoteca,Si,4747,0.21
42875,D-996,Lleida,Cuenta corriente,Si,4701,0.21
42876,C-860,Barcelona,Cuenta corriente,No,6826,0.21
42876,D-825,Barcelona,Cuenta corriente,No,6588,0.21
42876,C-434,Barcelona,Cuenta corriente,No,3442,0.21
42876,C-483,Gavà,Fondo de inversión,No,12623,0.21
42876,A-140,Tarragona,Plan de jubilación,Si,12607,0.21
42876,C-829,Tarragona,Plan de jubilación,Si,12186,0.21
42876,D-592,Tarragona,Hipoteca,Si,6492,0.21
42876,D-336,Tarragona,Fondo de inversión,Si,9813,0.21
42876,C-597,Lleida,Fondo de inversión,No,3528,0.21
42876,B-433,Lleida,Fondo de inversión,Si,5171,0.21
42877,B-725,Barcelona,Plan de jubilación,No,10985,0.21
42877,A-964,Barcelona,Plan de jubilación,No,2710,0.21
42877,C-725,Barcelona,Plan de jubilación,Si,5803,0.21
42877,A-141,Barcelona,Cuenta corriente,Si,5676,0.21
42877,C-779,Tarragona,Hipoteca,No,10030,0.21
42877,B-964,Tarragona,Plan de jubilación,No,4839,0.21
42877,B-317,Tarragona,Cuenta corriente,No,4191,0.21
42877,A-331,Girona,Fondo de inversión,No,13716,0.21
42877,A-683,Girona,Plan de jubilación,No,947,0.21
42877,D-251,Girona,Plan de jubilación,No,12569,0.21
42877,B-242,Girona,Hipoteca,Si,3628,0.21
42877,C-743,Girona,Plan de jubilación,No,14262,0.21
42877,C-865,Lleida,Ahorros,Si,10256,0.21
42877,D-928,Lleida,Plan de jubilación,Si,1280,0.21
42878,D-864,Barcelona,Hipoteca,Si,4991,0.21
42878,B-294,Barcelona,Cuenta corriente,Si,12528,0.21
42878,A-113,Barcelona,Plan de jubilación,Si,13582,0.21
42878,C-902,Gavà,Hipoteca,Si,1275,0.21
42878,C-438,Gavà,Ahorros,Si,2602,0.21
42878,B-505,Tarragona,Cuenta corriente,No,7388,0.21
42878,D-182,Tarragona,Ahorros,No,860,0.21
42878,D-255,Tarragona,Cuenta corriente,No,11287,0.21
42878,D-866,Tarragona,Plan de jubilación,No,2207,0.21
42878,A-734,Girona,Plan de jubilación,Si,12631,0.21
42878,B-461,Girona,Ahorros,Si,5720,0.21
42878,D-936,Girona,Hipoteca,No,2365,0.21
42878,C-132,Girona,Plan de jubilación,Si,9340,0.21
42878,D-542,Lleida,Ahorros,Si,5224,0.21
42878,B-535,Lleida,Cuenta corriente,Si,8908,0.21
42879,C-469,Barcelona,Plan de jubilación,No,11228,0.21
42879,D-399,Barcelona,Fondo de inversión,No,8060,0.21
42879,A-676,Gavà,Hipoteca,No,4948,0.21
42879,D-707,Tarragona,Cuenta corriente,No,14623,0.21
42879,A-387,Tarragona,Cuenta corriente,No,14126,0.21
42879,B-173,Tarragona,Plan de jubilación,No,291,0.21
42879,C-707,Girona,Plan de jubilación,No,10095,0.21
42879,D-281,Girona,Hipoteca,Si,3307,0.21
42879,A-628,Girona,Fondo de inversión,Si,6352,0.21
42879,A-897,Lleida,Cuenta corriente,Si,8895,0.21
42879,C-628,Lleida,Fondo de inversión,Si,1784,0.21
42879,B-973,Lleida,Ahorros,Si,14313,0.21
42879,B-411,Lleida,Plan de jubilación,No,7537,0.21
